De;Vers;Km;Minutes
BETHUNE;CHRONO WASQUEHAL 4303;53;60
BETHUNE;DIEPPE;155;165
BETHUNE;DIEPPE;153;165
BETHUNE;DOUAI;49;60
BETHUNE;DRIVE ARRAS;33;45
BETHUNE;DRIVE BETHUNE;0;0
BETHUNE;DRIVE CALAIS;83;90
BETHUNE;DRIVE CAMBRAI;70;75
BETHUNE;DRIVE DOUAI;49;60
BETHUNE;DRIVE DUNKERQUE;75;75
BETHUNE;DRIVE ENGLOS;36;45
BETHUNE;DRIVE FACHES;47;60
BETHUNE;DRIVE LEERS;60;60
BETHUNE;DRIVE LOUVROIL;115;120
BETHUNE;DRIVE NOYELLES;35;45
BETHUNE;DRIVE NOYON;132;135
BETHUNE;DRIVE PETITE FORET;80;90
BETHUNE;DRIVE RONCQ;56;60
BETHUNE;DRIVE ST OMER;44;45
BETHUNE;DRIVE VALENCIENNES;82;90
BETHUNE;DRIVE VILLENEUVE D'ASCQ;45;45
BETHUNE;DUNKERQUE;76;90
BETHUNE;DURY;89;90
BETHUNE;ENGLOS;36;45
BETHUNE;ENT AMIENS BINAT;83;90
BETHUNE;ENT AMIENS SAINT SAUVEUR FLEG;119;120
BETHUNE;ENT AMIENS SAINT SAUVEUR PF;119;120
BETHUNE;ENT AMIENS SUPER POULAINVILLE PGC;96;105
BETHUNE;ENT CARVIN FL;37;45
BETHUNE;ENT CARVIN PF;37;45
BETHUNE;ENT IENA;48;60
BETHUNE;ENT IENA1;59;60
BETHUNE;ENT IENA2;59;60
BETHUNE;ENT SAINGHIN1;52;60
BETHUNE;ENT SOCOPAL DIEPPE;162;165
BETHUNE;FACHES;47;60
BETHUNE;HIRSON;144;150
BETHUNE;LEERS;60;60
BETHUNE;LONGUEIL SAINTE MARIE SUPER 4315;147;150
BETHUNE;LOUVROIL;115;120
BETHUNE;MERS LES BAINS;120;120
BETHUNE;MERU;213;225
BETHUNE;MONTIVILLIERS;251;255
BETHUNE;NOYELLES GODAULT;36;45
BETHUNE;NOYON;132;135
BETHUNE;PETITE FORET;80;90
BETHUNE;RONCQ;56;60
BETHUNE;SOCOPAL;162;165
BETHUNE;ST OMER;42;45
BETHUNE;ST QUENTIN;100;105
BETHUNE;VALENCIENNES;82;90
BETHUNE;VILLENEUVE 2;46;60
BETHUNE;VIRY NOUREUIL;127;135
BOULOGNE;1297 HARNES SUPER;109;120
BOULOGNE;4926 BILLY BERCLAU SUPER;110;120
BOULOGNE;914 MARQUETTE LES PARTISANS DU GOUT;116;120
BOULOGNE;ARRAS;114;120
BOULOGNE;AUCHAN CITY TOURCOING;125;135
BOULOGNE;BETHUNE;82;90
BOULOGNE;BOULOGNE;0;0
BOULOGNE;CALAIS;40;45
BOULOGNE;CAMBRAI;147;150
BOULOGNE;CHRONO AVELIN 4361;131;135
BOULOGNE;CHRONO BONDUES 4703;119;120
BOULOGNE;CHRONO COUDEKERQUE 4242;79;90
BOULOGNE;CHRONO CROIX 4154;122;135
BOULOGNE;CHRONO ELEU DIT LEAUWETTE 4462;102;105
BOULOGNE;CHRONO HALLENNES 4167;106;120
BOULOGNE;CHRONO LAMBERSART 4424;112;120
BOULOGNE;CHRONO MARCQ 4128;118;120
BOULOGNE;CHRONO VALENCIENNES 4370;163;165
BOULOGNE;DIEPPE;145;150
BOULOGNE;DIEPPE;143;150
BOULOGNE;DOUAI;129;135
BOULOGNE;DRIVE BETHUNE;82;90
BOULOGNE;DRIVE CALAIS;37;45
BOULOGNE;DRIVE CAMBRAI;147;150
BOULOGNE;DRIVE DIEPPE;145;150
BOULOGNE;DRIVE DOUAI;129;135
BOULOGNE;DRIVE DUNKERQUE;70;75
BOULOGNE;DRIVE ENGLOS;106;120
BOULOGNE;DRIVE FACHES;119;120
BOULOGNE;DRIVE LEERS;129;135
BOULOGNE;DRIVE LOUVROIL;195;195
BOULOGNE;DRIVE NOYELLES;116;120
BOULOGNE;DRIVE PETITE FORET;157;165
BOULOGNE;DRIVE RONCQ;126;135
BOULOGNE;DRIVE ST OMER;48;60
BOULOGNE;DRIVE VALENCIENNES;163;165
BOULOGNE;DRIVE VILLENEUVE D'ASCQ;117;120
BOULOGNE;DUNKERQUE;71;75
BOULOGNE;DURY;133;135
BOULOGNE;ENGLOS;106;120
BOULOGNE;ENT AMIENS SAINT SAUVEUR FLEG;122;135
BOULOGNE;ENT AMIENS SAINT SAUVEUR PF;122;135
BOULOGNE;ENT AMIENS SUPER POULAINVILLE PGC;124;135
BOULOGNE;ENT CARVIN FL;114;120
BOULOGNE;ENT CARVIN PF;114;120
BOULOGNE;ENT SOCOPAL DIEPPE;152;165
BOULOGNE;FACHES;119;120
BOULOGNE;HIRSON;217;225
BOULOGNE;LAXOU;469;480
BOULOGNE;LEERS;129;135
BOULOGNE;LOUVROIL;196;210
BOULOGNE;MERS LES BAINS;109;120
BOULOGNE;NOYELLES GODAULT;116;120
BOULOGNE;NOYON;196;210
BOULOGNE;PETITE FORET;157;165
BOULOGNE;RONCQ;126;135
BOULOGNE;SOCOPAL;152;165
BOULOGNE;ST OMER;49;60
BOULOGNE;VALENCIENNES;163;165
BOULOGNE;VILLENEUVE 2;118;120
BOULOGNE;VIRY NOUREUIL;204;210
CAEN CHRONO 352;CAEN CHRONO 352;0;0
CAEN CHRONO 352;CHERBOURG;127;135
CAEN CHRONO 352;CHRONO IFS;2;15
CAEN CHRONO 352;CORMEILLES EN PARISIS CHRONODRIVE 413;229;240
CAEN CHRONO 352;DRIVE CHERBOURG;127;135
CAEN CHRONO 352;ENT AMIENS SAINT SAUVEUR FLEG;250;255
CAEN CHRONO 352;ENT AMIENS SAINT SAUVEUR PF;250;255
CAEN CHRONO 352;ENT AMIENS SUPER POULAINVILLE PGC;253;255
CAEN CHRONO 352;ENT SERRIS 1;274;285
CAEN CHRONO 352;ENT V GEODIS;271;285
CAEN CHRONO 352;FRANQUEVILLE CHRONODRIVE 4475;135;135
CAEN CHRONO 352;IFS CHRONODRIVE 4253;2;15
CAEN CHRONO 352;KIRCHBERG;603;615
CAEN CHRONO 352;LE HAVRE;92;105
CALAIS;1267 CALAIS DELAROCHE SUPER;8;15
CALAIS;1297 HARNES SUPER;117;120
CALAIS;4977 RUE SUPER;97;105
CALAIS;914 MARQUETTE LES PARTISANS DU GOUT;118;120
CALAIS;ARRAS;118;120
CALAIS;AUCHAN CITY TOURCOING;129;135
CALAIS;BETHUNE;86;90
CALAIS;BOULOGNE;40;45
CALAIS;CALAIS;0;0
CALAIS;CAMBRAI;148;150
CALAIS;CHRONO AVELIN 4361;125;135
CALAIS;CHRONO BONDUES 4703;118;120
CALAIS;CHRONO COUDEKERQUE 4242;51;60
CALAIS;CHRONO CROIX 4154;122;135
CALAIS;CHRONO ELEU DIT LEAUWETTE 4462;104;105
CALAIS;CHRONO HALLENNES 4167;106;120
CALAIS;CHRONO MARCQ 4128;117;120
CALAIS;CHRONO WASQUEHAL 4303;122;135
CALAIS;DIEPPE;172;180
CALAIS;DOUAI;133;135
CALAIS;DRIVE ARRAS;118;120
CALAIS;DRIVE BETHUNE;86;90
CALAIS;DRIVE BOULOGNE;38;45
CALAIS;DRIVE CALAIS;1;15
CALAIS;DRIVE CAMBRAI;148;150
CALAIS;DRIVE DOUAI;133;135
CALAIS;DRIVE DUNKERQUE;42;45
CALAIS;DRIVE ENGLOS;106;120
CALAIS;DRIVE LEERS;132;135
CALAIS;DRIVE NOYELLES;117;120
CALAIS;DRIVE PETITE FORET;160;165
CALAIS;DRIVE RONCQ;129;135
CALAIS;DRIVE ST OMER;48;60
CALAIS;DRIVE VALENCIENNES;164;165
CALAIS;DUNKERQUE;43;45
CALAIS;DURY;160;165
CALAIS;ENGLOS;109;120
CALAIS;ENT AMIENS SAINT SAUVEUR FLEG;149;150
CALAIS;ENT AMIENS SAINT SAUVEUR PF;149;150
CALAIS;ENT AMIENS SUPER POULAINVILLE PGC;151;165
CALAIS;ENT CARVIN FL;115;120
CALAIS;ENT CARVIN PF;115;120
CALAIS;FACHES;122;135
CALAIS;HIRSON;221;225
CALAIS;LE HAVRE;281;285
CALAIS;LEERS;132;135
CALAIS;LOUVROIL;197;210
CALAIS;MERS LES BAINS;143;150
CALAIS;NOYELLES GODAULT;120;120
CALAIS;PETITE FORET;160;165
CALAIS;RONCQ;129;135
CALAIS;ST OMER;49;60
CALAIS;VALENCIENNES;164;165
CALAIS;VILLENEUVE 2;121;135
CAMBRAI;1186 ST QUENTIN SCHUMANN SUPER;54;60
CAMBRAI;1297 HARNES SUPER;58;60
CAMBRAI;914 MARQUETTE LES PARTISANS DU GOUT;79;90
CAMBRAI;ARRAS;52;60
CAMBRAI;AUCHAN CITY TOURCOING;84;90
CAMBRAI;BEAUVAIS;154;165
CAMBRAI;BETHUNE;68;75
CAMBRAI;BOULOGNE;147;150
CAMBRAI;CAMBRAI;0;0
CAMBRAI;CHRONO AVELIN 4361;68;75
CAMBRAI;CHRONO BONDUES 4703;83;90
CAMBRAI;CHRONO COMPIEGNE 4345;109;120
CAMBRAI;CHRONO CROIX 4154;78;90
CAMBRAI;CHRONO ELEU DIT LEAUWETTE 4462;63;75
CAMBRAI;CHRONO HALLENNES 4167;83;90
CAMBRAI;CHRONO LAMBERSART 4424;79;90
CAMBRAI;CHRONO MARCQ 4128;79;90
CAMBRAI;CHRONO VALENCIENNES 4370;29;30
CAMBRAI;CHRONO WASQUEHAL 4303;79;90
CAMBRAI;DOUAI;25;30
CAMBRAI;DRIVE ARRAS;55;60
CAMBRAI;DRIVE BETHUNE;68;75
CAMBRAI;DRIVE CALAIS;147;150
CAMBRAI;DRIVE CAMBRAI;0;0
CAMBRAI;DRIVE DIEPPE;208;210
CAMBRAI;DRIVE DOUAI;25;30
CAMBRAI;DRIVE ENGLOS;82;90
CAMBRAI;DRIVE FACHES;72;75
CAMBRAI;DRIVE LEERS;82;90
CAMBRAI;DRIVE LOUVROIL;61;75
CAMBRAI;DRIVE NOYELLES;55;60
CAMBRAI;DRIVE PETITE FORET;31;45
CAMBRAI;DRIVE RONCQ;86;90
CAMBRAI;DRIVE ST QUENTIN;49;60
CAMBRAI;DRIVE VALENCIENNES;28;30
CAMBRAI;DUNKERQUE;149;150
CAMBRAI;DURY;98;105
CAMBRAI;ENGLOS;82;90
CAMBRAI;ENT AMIENS BINAT;101;105
CAMBRAI;ENT AMIENS SAINT SAUVEUR FLEG;107;120
CAMBRAI;ENT AMIENS SAINT SAUVEUR PF;107;120
CAMBRAI;ENT AMIENS SUPER POULAINVILLE PGC;102;105
CAMBRAI;ENT CARVIN FL;61;75
CAMBRAI;ENT CARVIN PF;61;75
CAMBRAI;ENT SAINGHIN1;68;75
CAMBRAI;ENT SOCOPAL DIEPPE;185;195
CAMBRAI;FACHES;73;75
CAMBRAI;HIRSON;75;75
CAMBRAI;LEERS;82;90
CAMBRAI;LOUVROIL;62;75
CAMBRAI;MERU;180;180
CAMBRAI;NOGENT SUR OISE;138;150
CAMBRAI;NOYELLES GODAULT;55;60
CAMBRAI;PETITE FORET;31;45
CAMBRAI;RONCQ;86;90
CAMBRAI;SOCOPAL;185;195
CAMBRAI;ST OMER;111;120
CAMBRAI;ST QUENTIN;50;60
CAMBRAI;VALENCIENNES;28;30
CAMBRAI;VILLENEUVE 2;70;75
CAMBRAI;VIRY NOUREUIL;78;90
CERGY;BEAUVAIS;61;75
CERGY;CAEN CHRONO 352;223;225
CERGY;CERGY;0;0
CERGY;CERGY CHRONODRIVE 469;8;15
CERGY;CHRONO COMPIEGNE 4345;92;105
CERGY;CHRONO IFS;221;225
CERGY;CORMEILLES EN PARISIS CHRONODRIVE 413;17;30
CERGY;DRIVE BEAUVAIS;61;75
CERGY;DRIVE CERGY;2;15
CERGY;DRIVE DURY;115;120
CERGY;DRIVE NOGENT SUR OISE;57;60
CERGY;DRIVE OSNY;7;15
CERGY;DRIVE ROISSY;42;45
CERGY;DRIVE TAVERNY;16;30
CERGY;DURY;116;120
CERGY;ENT AMIENS SAINT SAUVEUR FLEG;126;135
CERGY;ENT AMIENS SAINT SAUVEUR PF;126;135
CERGY;ENT AMIENS SUPER POULAINVILLE PGC;128;135
CERGY;ENT SAINGHIN1;230;240
CERGY;ENT SERRIS 1;69;75
CERGY;ENT SERRIS 2;69;75
CERGY;ENT V DHL;68;75
CERGY;ENT V GEODIS;68;75
CERGY;FRANQUEVILLE CHRONODRIVE 4475;84;90
CERGY;HERBLAY CHRONODRIVE 444;10;15
CERGY;HOUILLES SUPER 1073;28;30
CERGY;LE CHESNAY PARLY 2 SUPER 1144;30;30
CERGY;LE HAVRE;188;195
CERGY;LES MUREAUX HALLES AUCHAN;23;30
CERGY;MAUREPAS SUPER 4492;44;45
CERGY;MERU;26;30
CERGY;MONTIVILLIERS;181;195
CERGY;NOGENT SUR OISE;55;60
CERGY;NOYON;116;120
CERGY;OSNY;7;15
CERGY;ROISSY;42;45
CERGY;SOISY;22;30
CERGY;TAVERNY;16;30
CERGY;VAL DE REUIL SUPER 1209;96;105
CERGY CHRONODRIVE 469;CERGY;6;15
CERGY CHRONODRIVE 469;CERGY CHRONODRIVE 469;0;0
CERGY CHRONODRIVE 469;CORMEILLES EN PARISIS CHRONODRIVE 413;21;30
CERGY CHRONODRIVE 469;DRIVE CERGY;7;15
CERGY CHRONODRIVE 469;DRIVE ROISSY;47;60
CERGY CHRONODRIVE 469;DRIVE TAVERNY;21;30
CERGY CHRONODRIVE 469;ENT AMIENS BINAT;133;135
CERGY CHRONODRIVE 469;ENT AMIENS SAINT SAUVEUR FLEG;131;135
CERGY CHRONODRIVE 469;ENT AMIENS SAINT SAUVEUR PF;131;135
CERGY CHRONODRIVE 469;ENT AMIENS SUPER POULAINVILLE PGC;133;135
CERGY CHRONODRIVE 469;ENT SERRIS 1;74;75
CERGY CHRONODRIVE 469;ENT SERRIS 2;74;75
CERGY CHRONODRIVE 469;ENT V DHL;72;75
CERGY CHRONODRIVE 469;ENT V GEODIS;73;75
CERGY CHRONODRIVE 469;FRANQUEVILLE CHRONODRIVE 4475;77;90
CERGY CHRONODRIVE 469;HERBLAY CHRONODRIVE 444;14;15
CERGY CHRONODRIVE 469;HOUILLES SUPER 1073;24;30
CERGY CHRONODRIVE 469;LA QUEUE LES YVELINES SUPER 1096;60;60
CERGY CHRONODRIVE 469;LES MUREAUX HALLES AUCHAN;17;30
CERGY CHRONODRIVE 469;LONGUEIL SAINTE MARIE SUPER 4315;87;90
CERGY CHRONODRIVE 469;NOYON;123;135
CERGY CHRONODRIVE 469;OSNY;9;15
CERGY CHRONODRIVE 469;ROISSY;47;60
CERGY CHRONODRIVE 469;SOISY;26;30
CERGY CHRONODRIVE 469;TAVERNY;21;30
CERGY CHRONODRIVE 469;VERNEUIL 1 VERGER SUPER 4981;15;15
CHERBOURG;CHERBOURG;0;0
CHERBOURG;DIEPPE;288;300
CHERBOURG;DRIVE CHERBOURG;0;0
CHERBOURG;DRIVE RONCQ;490;495
CHERBOURG;DRIVE VILLENEUVE D'ASCQ;476;480
CHERBOURG;ENT AMIENS BINAT;368;375
CHERBOURG;ENT AMIENS SAINT SAUVEUR FLEG;370;375
CHERBOURG;ENT AMIENS SAINT SAUVEUR PF;370;375
CHERBOURG;ENT AMIENS SUPER POULAINVILLE PGC;373;375
CHERBOURG;ENT IENA;471;480
CHERBOURG;ENT SAINGHIN1;475;480
CHERBOURG;ENT SOCOPAL DIEPPE;282;285
CHERBOURG;FACHES;470;480
CHERBOURG;LE HAVRE;212;225
CHERBOURG;MERS LES BAINS;322;330
CHERBOURG;MONTIVILLIERS;205;210
CHERBOURG;RONCQ;490;495
CHERBOURG;SOCOPAL;282;285
CHERBOURG;SOISY;354;360
CHRONO AVELIN 4361;1186 ST QUENTIN SCHUMANN SUPER;100;105
CHRONO AVELIN 4361;4536 LILLE WAZEMMES MY AUCHAN;15;15
CHRONO AVELIN 4361;4926 BILLY BERCLAU SUPER;37;45
CHRONO AVELIN 4361;914 MARQUETTE LES PARTISANS DU GOUT;19;30
CHRONO AVELIN 4361;ARRAS;45;45
CHRONO AVELIN 4361;AUCHAN CITY TOURCOING;25;30
CHRONO AVELIN 4361;BETHUNE;52;60
CHRONO AVELIN 4361;BOULOGNE;127;135
CHRONO AVELIN 4361;CALAIS;125;135
CHRONO AVELIN 4361;CAMBRAI;68;75
CHRONO AVELIN 4361;CHRONO AVELIN 4361;0;0
CHRONO AVELIN 4361;CHRONO BONDUES 4703;25;30
CHRONO AVELIN 4361;CHRONO COUDEKERQUE 4242;80;90
CHRONO AVELIN 4361;CHRONO CROIX 4154;21;30
CHRONO AVELIN 4361;CHRONO ELEU DIT LEAUWETTE 4462;29;30
CHRONO AVELIN 4361;CHRONO HALLENNES 4167;23;30
CHRONO AVELIN 4361;CHRONO LAMBERSART 4424;19;30
CHRONO AVELIN 4361;CHRONO MARCQ 4128;19;30
CHRONO AVELIN 4361;CHRONO VALENCIENNES 4370;42;45
CHRONO AVELIN 4361;CHRONO WASQUEHAL 4303;20;30
CHRONO AVELIN 4361;DOUAI;34;45
CHRONO AVELIN 4361;DRIVE BETHUNE;52;60
CHRONO AVELIN 4361;DRIVE CAMBRAI;68;75
CHRONO AVELIN 4361;DRIVE DOUAI;34;45
CHRONO AVELIN 4361;DRIVE FACHES;7;15
CHRONO AVELIN 4361;DRIVE LEERS;25;30
CHRONO AVELIN 4361;DRIVE LOUVROIL;76;90
CHRONO AVELIN 4361;DRIVE NOYELLES;19;30
CHRONO AVELIN 4361;DRIVE NOYON;129;135
CHRONO AVELIN 4361;DRIVE PETITE FORET;37;45
CHRONO AVELIN 4361;DRIVE RONCQ;27;30
CHRONO AVELIN 4361;DRIVE VALENCIENNES;43;45
CHRONO AVELIN 4361;DRIVE VILLENEUVE D'ASCQ;14;15
CHRONO AVELIN 4361;DUNKERQUE;89;90
CHRONO AVELIN 4361;DURY;106;120
CHRONO AVELIN 4361;ENGLOS;22;30
CHRONO AVELIN 4361;ENT AMIENS BINAT;108;120
CHRONO AVELIN 4361;ENT AMIENS SAINT SAUVEUR FLEG;116;120
CHRONO AVELIN 4361;ENT AMIENS SAINT SAUVEUR PF;116;120
CHRONO AVELIN 4361;ENT AMIENS SUPER POULAINVILLE PGC;111;120
CHRONO AVELIN 4361;ENT CARVIN FL;13;15
CHRONO AVELIN 4361;ENT CARVIN PF;13;15
CHRONO AVELIN 4361;ENT IENA;9;15
CHRONO AVELIN 4361;ENT IENA1;9;15
CHRONO AVELIN 4361;ENT IENA2;9;15
CHRONO AVELIN 4361;ENT SAINGHIN1;12;15
CHRONO AVELIN 4361;ENT SOCOPAL DIEPPE;214;225
CHRONO AVELIN 4361;FACHES;8;15
CHRONO AVELIN 4361;HIRSON;127;135
CHRONO AVELIN 4361;LEERS;25;30
CHRONO AVELIN 4361;LOUVROIL;76;90
CHRONO AVELIN 4361;MERS LES BAINS;152;165
CHRONO AVELIN 4361;MERU;210;210
CHRONO AVELIN 4361;NOGENT SUR OISE;167;180
CHRONO AVELIN 4361;NOYELLES GODAULT;20;30
CHRONO AVELIN 4361;PETITE FORET;37;45
CHRONO AVELIN 4361;RONCQ;27;30
CHRONO AVELIN 4361;SOCOPAL;214;225
CHRONO AVELIN 4361;ST OMER;78;90
CHRONO AVELIN 4361;ST QUENTIN;96;105
CHRONO AVELIN 4361;VALENCIENNES;43;45
CHRONO AVELIN 4361;VILLENEUVE 2;13;15
CHRONO BONDUES 4703;4536 LILLE WAZEMMES MY AUCHAN;11;15
CHRONO BONDUES 4703;4926 BILLY BERCLAU SUPER;35;45
CHRONO BONDUES 4703;914 MARQUETTE LES PARTISANS DU GOUT;5;15
CHRONO BONDUES 4703;AUCHAN CITY TOURCOING;8;15
CHRONO BONDUES 4703;BETHUNE;49;60
CHRONO BONDUES 4703;BOULOGNE;120;120
CHRONO BONDUES 4703;CALAIS;118;120
CHRONO BONDUES 4703;CAMBRAI;83;90
CHRONO BONDUES 4703;CHRONO AVELIN 4361;22;30
CHRONO BONDUES 4703;CHRONO BONDUES 4703;0;0
CHRONO BONDUES 4703;CHRONO COMPIEGNE 4345;160;165
CHRONO BONDUES 4703;CHRONO COUDEKERQUE 4242;73;75
CHRONO BONDUES 4703;CHRONO CROIX 4154;9;15
CHRONO BONDUES 4703;CHRONO ELEU DIT LEAUWETTE 4462;46;60
CHRONO BONDUES 4703;CHRONO HALLENNES 4167;16;30
CHRONO BONDUES 4703;CHRONO LAMBERSART 4424;10;15
CHRONO BONDUES 4703;CHRONO MARCQ 4128;4;15
CHRONO BONDUES 4703;CHRONO VALENCIENNES 4370;61;75
CHRONO BONDUES 4703;CHRONO WASQUEHAL 4303;8;15
CHRONO BONDUES 4703;DOUAI;55;60
CHRONO BONDUES 4703;DRIVE BETHUNE;49;60
CHRONO BONDUES 4703;DRIVE CAMBRAI;83;90
CHRONO BONDUES 4703;DRIVE DOUAI;55;60
CHRONO BONDUES 4703;DRIVE ENGLOS;14;15
CHRONO BONDUES 4703;DRIVE FACHES;19;30
CHRONO BONDUES 4703;DRIVE LEERS;16;30
CHRONO BONDUES 4703;DRIVE NOGENT SUR OISE;188;195
CHRONO BONDUES 4703;DRIVE NOYELLES;40;45
CHRONO BONDUES 4703;DRIVE NOYON;150;150
CHRONO BONDUES 4703;DRIVE PETITE FORET;56;60
CHRONO BONDUES 4703;DRIVE RONCQ;7;15
CHRONO BONDUES 4703;DRIVE VALENCIENNES;63;75
CHRONO BONDUES 4703;DRIVE VILLENEUVE D'ASCQ;16;30
CHRONO BONDUES 4703;DUNKERQUE;82;90
CHRONO BONDUES 4703;DURY;124;135
CHRONO BONDUES 4703;ENGLOS;14;15
CHRONO BONDUES 4703;ENT AMIENS BINAT;131;135
CHRONO BONDUES 4703;ENT AMIENS SAINT SAUVEUR FLEG;137;150
CHRONO BONDUES 4703;ENT AMIENS SAINT SAUVEUR PF;137;150
CHRONO BONDUES 4703;ENT AMIENS SUPER POULAINVILLE PGC;126;135
CHRONO BONDUES 4703;ENT CARVIN FL;34;45
CHRONO BONDUES 4703;ENT CARVIN PF;34;45
CHRONO BONDUES 4703;ENT IENA;17;30
CHRONO BONDUES 4703;ENT IENA1;20;30
CHRONO BONDUES 4703;ENT IENA2;20;30
CHRONO BONDUES 4703;ENT SAINGHIN1;21;30
CHRONO BONDUES 4703;ENT SOCOPAL DIEPPE;235;240
CHRONO BONDUES 4703;FACHES;17;30
CHRONO BONDUES 4703;LE HAVRE;331;345
CHRONO BONDUES 4703;LEERS;16;30
CHRONO BONDUES 4703;NOYELLES GODAULT;41;45
CHRONO BONDUES 4703;PETITE FORET;56;60
CHRONO BONDUES 4703;RONCQ;7;15
CHRONO BONDUES 4703;SOCOPAL;235;240
CHRONO BONDUES 4703;ST OMER;71;75
CHRONO BONDUES 4703;ST QUENTIN;115;120
CHRONO BONDUES 4703;VALENCIENNES;63;75
CHRONO BONDUES 4703;VILLENEUVE 2;15;15
CHRONO COMPIEGNE 4345;1186 ST QUENTIN SCHUMANN SUPER;76;90
CHRONO COMPIEGNE 4345;ARRAS;118;120
CHRONO COMPIEGNE 4345;BEAUVAIS;60;60
CHRONO COMPIEGNE 4345;CALAIS;229;240
CHRONO COMPIEGNE 4345;CAMBRAI;109;120
CHRONO COMPIEGNE 4345;CHRONO AVELIN 4361;139;150
CHRONO COMPIEGNE 4345;CHRONO COMPIEGNE 4345;0;0
CHRONO COMPIEGNE 4345;CORMEILLES EN PARISIS CHRONODRIVE 413;89;90
CHRONO COMPIEGNE 4345;DOUAI;130;135
CHRONO COMPIEGNE 4345;DRIVE BEAUVAIS;61;75
CHRONO COMPIEGNE 4345;DRIVE CAMBRAI;109;120
CHRONO COMPIEGNE 4345;DRIVE DOUAI;130;135
CHRONO COMPIEGNE 4345;DRIVE DURY;86;90
CHRONO COMPIEGNE 4345;DRIVE FACHES;142;150
CHRONO COMPIEGNE 4345;DRIVE NOGENT SUR OISE;36;45
CHRONO COMPIEGNE 4345;DRIVE PETITE FORET;142;150
CHRONO COMPIEGNE 4345;DRIVE ST QUENTIN;76;90
CHRONO COMPIEGNE 4345;DRIVE VALENCIENNES;134;135
CHRONO COMPIEGNE 4345;DURY;86;90
CHRONO COMPIEGNE 4345;ENT AMIENS BINAT;84;90
CHRONO COMPIEGNE 4345;ENT AMIENS SAINT SAUVEUR FLEG;90;90
CHRONO COMPIEGNE 4345;ENT AMIENS SAINT SAUVEUR PF;90;90
CHRONO COMPIEGNE 4345;ENT AMIENS SUPER POULAINVILLE PGC;85;90
CHRONO COMPIEGNE 4345;ENT CARVIN FL;132;135
CHRONO COMPIEGNE 4345;ENT CARVIN PF;132;135
CHRONO COMPIEGNE 4345;ENT IENA;149;150
CHRONO COMPIEGNE 4345;ENT SAINGHIN1;152;165
CHRONO COMPIEGNE 4345;ENT SERRIS 1;90;90
CHRONO COMPIEGNE 4345;ENT V DHL;117;120
CHRONO COMPIEGNE 4345;ENT V GEODIS;117;120
CHRONO COMPIEGNE 4345;FACHES;142;150
CHRONO COMPIEGNE 4345;HIRSON;130;135
CHRONO COMPIEGNE 4345;LONGUEIL SAINTE MARIE SUPER 4315;15;15
CHRONO COMPIEGNE 4345;LOUVROIL;167;180
CHRONO COMPIEGNE 4345;MERU;89;90
CHRONO COMPIEGNE 4345;NOGENT SUR OISE;38;45
CHRONO COMPIEGNE 4345;NOYELLES GODAULT;122;135
CHRONO COMPIEGNE 4345;NOYON;30;30
CHRONO COMPIEGNE 4345;PETITE FORET;142;150
CHRONO COMPIEGNE 4345;SOISY;82;90
CHRONO COMPIEGNE 4345;ST QUENTIN;80;90
CHRONO COMPIEGNE 4345;TAVERNY;91;105
CHRONO COMPIEGNE 4345;VALENCIENNES;134;135
CHRONO COMPIEGNE 4345;VILLENEUVE 2;148;150
CHRONO COMPIEGNE 4345;VIRY NOUREUIL;53;60
CHRONO COUDEKERQUE 4242;914 MARQUETTE LES PARTISANS DU GOUT;71;75
CHRONO COUDEKERQUE 4242;BETHUNE;67;75
CHRONO COUDEKERQUE 4242;BOULOGNE;80;90
CHRONO COUDEKERQUE 4242;CALAIS;49;60
CHRONO COUDEKERQUE 4242;CHRONO AVELIN 4361;80;90
CHRONO COUDEKERQUE 4242;CHRONO COUDEKERQUE 4242;0;0
CHRONO COUDEKERQUE 4242;CHRONO CROIX 4154;77;90
CHRONO COUDEKERQUE 4242;CHRONO HALLENNES 4167;61;75
CHRONO COUDEKERQUE 4242;CHRONO LAMBERSART 4424;66;75
CHRONO COUDEKERQUE 4242;CHRONO MARCQ 4128;73;75
CHRONO COUDEKERQUE 4242;CHRONO WASQUEHAL 4303;77;90
CHRONO COUDEKERQUE 4242;DOUAI;111;120
CHRONO COUDEKERQUE 4242;DRIVE ARRAS;109;120
CHRONO COUDEKERQUE 4242;DRIVE BETHUNE;67;75
CHRONO COUDEKERQUE 4242;DRIVE BOULOGNE;78;90
CHRONO COUDEKERQUE 4242;DRIVE CALAIS;49;60
CHRONO COUDEKERQUE 4242;DRIVE DOUAI;111;120
CHRONO COUDEKERQUE 4242;DRIVE DUNKERQUE;12;15
CHRONO COUDEKERQUE 4242;DRIVE FACHES;74;75
CHRONO COUDEKERQUE 4242;DRIVE LEERS;86;90
CHRONO COUDEKERQUE 4242;DRIVE RONCQ;82;90
CHRONO COUDEKERQUE 4242;DRIVE ST OMER;48;60
CHRONO COUDEKERQUE 4242;DRIVE VALENCIENNES;119;120
CHRONO COUDEKERQUE 4242;DUNKERQUE;13;15
CHRONO COUDEKERQUE 4242;DURY;148;150
CHRONO COUDEKERQUE 4242;ENGLOS;62;75
CHRONO COUDEKERQUE 4242;ENT AMIENS BINAT;142;150
CHRONO COUDEKERQUE 4242;ENT AMIENS SAINT SAUVEUR FLEG;195;195
